Applications Graphics Acceleration Info:
Uptime: 30300941 Realtime: 372356100

** Graphics info for pid 10186 [org.tensorflow.demo] **

Stats since: 29785534328464ns
Total frames rendered: 11376
Janky frames: 14 (0.12%)
50th percentile: 5ms
90th percentile: 6ms
95th percentile: 7ms
99th percentile: 10ms
Number Missed Vsync: 4
Number High input latency: 0
Number Slow UI thread: 7
Number Slow bitmap uploads: 0
Number Slow issue draw commands: 9
HISTOGRAM: 5ms=9879 6ms=795 7ms=289 8ms=157 9ms=95 10ms=50 11ms=36 12ms=18 13ms=20 14ms=11 15ms=8 16ms=4 17ms=2 18ms=2 19ms=0 20ms=0 21ms=1 22ms=0 23ms=1 24ms=0 25ms=0 26ms=0 27ms=0 28ms=0 29ms=0 30ms=0 31ms=0 32ms=0 34ms=0 36ms=0 38ms=0 40ms=0 42ms=0 44ms=0 46ms=0 48ms=0 53ms=0 57ms=0 61ms=0 65ms=0 69ms=0 73ms=0 77ms=0 81ms=0 85ms=0 89ms=0 93ms=0 97ms=0 101ms=0 105ms=0 109ms=0 113ms=0 117ms=0 121ms=0 125ms=0 129ms=0 133ms=0 150ms=0 200ms=0 250ms=0 300ms=0 350ms=2 400ms=2 450ms=2 500ms=0 550ms=2 600ms=0 650ms=0 700ms=0 750ms=0 800ms=0 850ms=0 900ms=0 950ms=0 1000ms=0 1050ms=0 1100ms=0 1150ms=0 1200ms=0 1250ms=0 1300ms=0 1350ms=0 1400ms=0 1450ms=0 1500ms=0 1550ms=0 1600ms=0 1650ms=0 1700ms=0 1750ms=0 1800ms=0 1850ms=0 1900ms=0 1950ms=0 2000ms=0 2050ms=0 2100ms=0 2150ms=0 2200ms=0 2250ms=0 2300ms=0 2350ms=0 2400ms=0 2450ms=0 2500ms=0 2550ms=0 2600ms=0 2650ms=0 2700ms=0 2750ms=0 2800ms=0 2850ms=0 2900ms=0 2950ms=0 3000ms=0 3050ms=0 3100ms=0 3150ms=0 3200ms=0 3250ms=0 3300ms=0 3350ms=0 3400ms=0 3450ms=0 3500ms=0 3550ms=0 3600ms=0 3650ms=0 3700ms=0 3750ms=0 3800ms=0 3850ms=0 3900ms=0 3950ms=0 4000ms=0 4050ms=0 4100ms=0 4150ms=0 4200ms=0 4250ms=0 4300ms=0 4350ms=0 4400ms=0 4450ms=0 4500ms=0 4550ms=0 4600ms=0 4650ms=0 4700ms=0 4750ms=0 4800ms=0 4850ms=0 4900ms=0 4950ms=0

Caches:
Current memory usage / total memory usage (bytes) / hit ratio (%) / biggest memory usage (bytes):
  TextureCache                0 / 92274688    0.0000         0
  LayerCache                  0 / 60817408    0.0000         0 (numLayers = 0)
    Layer size 1080x1440; isTextureLayer()=1; texid=2 fbo=0; refs=1
  Layers total    6220800 (numLayers = 1)
  RenderBufferCache           0 /  8388608    0.0000         0
  GradientCache               0 /  2097152    0.0000         0
  PathCache                   0 / 16777216    0.0000         0
  TessellationCache           0 /  1048576    0.0000
  TextDropShadowCache         0 /  6291456    0.0000         0
  PatchCache                  0 /   131072    0.0000         0
  FontRenderer A8     1048576 /  1048576
    Font CacheTexture    222664 /  1048576   21.2349 (usage ratio)
  FontRenderer RGBA         0 /        0
  FontRenderer total  1048576 /  1048576
Other:
  FboCache                    0 /        0    0.0000
Total memory usage:
  7269376 bytes, 6.93 MB

All Textures in TexctureCache 
# No./ memory usage (bytes)/ size (width X height) / image type / hit count:


Pipeline=FrameBuilder
Profile data in ms:

	org.tensorflow.demo/org.tensorflow.demo.ClassifierActivity/android.view.ViewRootImpl@170226f (visibility=0)
	Draw	Prepare	Process	Execute
	1.02	0.08	0.90	2.42
	0.85	0.07	0.64	2.77
	0.93	0.08	0.78	2.76
	1.17	0.08	0.92	3.14
	1.63	0.15	0.77	2.48
	0.87	0.07	0.67	2.03
	0.76	0.17	0.91	3.01
	0.79	0.09	0.69	2.63
	0.77	0.08	0.74	2.68
	1.15	0.08	0.81	3.91
	0.87	0.07	0.74	2.42
	1.11	0.07	1.01	3.04
	0.82	0.11	0.67	2.70
	0.84	0.08	0.68	2.41

View hierarchy:

  org.tensorflow.demo/org.tensorflow.demo.ClassifierActivity/android.view.ViewRootImpl@170226f
  9 views, 9,82 kB of display lists


Total ViewRootImpl: 1
Total Views:        9
Total DisplayList:  9,82 kB


** Graphics info for pid 6498 [com.sec.android.app.launcher] **

Stats since: 112640967612ns
Total frames rendered: 3989
Janky frames: 2109 (52.87%)
50th percentile: 17ms
90th percentile: 23ms
95th percentile: 34ms
99th percentile: 73ms
Number Missed Vsync: 190
Number High input latency: 3
Number Slow UI thread: 357
Number Slow bitmap uploads: 108
Number Slow issue draw commands: 1780
HISTOGRAM: 5ms=632 6ms=521 7ms=262 8ms=135 9ms=70 10ms=66 11ms=35 12ms=39 13ms=31 14ms=24 15ms=27 16ms=39 17ms=250 18ms=696 19ms=459 20ms=154 21ms=78 22ms=40 23ms=41 24ms=18 25ms=25 26ms=15 27ms=21 28ms=18 29ms=13 30ms=14 31ms=20 32ms=25 34ms=24 36ms=24 38ms=13 40ms=16 42ms=14 44ms=14 46ms=9 48ms=15 53ms=13 57ms=14 61ms=10 65ms=8 69ms=7 73ms=6 77ms=4 81ms=2 85ms=2 89ms=1 93ms=3 97ms=3 101ms=1 105ms=1 109ms=4 113ms=1 117ms=2 121ms=0 125ms=0 129ms=0 133ms=0 150ms=6 200ms=2 250ms=1 300ms=0 350ms=0 400ms=0 450ms=1 500ms=0 550ms=0 600ms=0 650ms=0 700ms=0 750ms=0 800ms=0 850ms=0 900ms=0 950ms=0 1000ms=0 1050ms=0 1100ms=0 1150ms=0 1200ms=0 1250ms=0 1300ms=0 1350ms=0 1400ms=0 1450ms=0 1500ms=0 1550ms=0 1600ms=0 1650ms=0 1700ms=0 1750ms=0 1800ms=0 1850ms=0 1900ms=0 1950ms=0 2000ms=0 2050ms=0 2100ms=0 2150ms=0 2200ms=0 2250ms=0 2300ms=0 2350ms=0 2400ms=0 2450ms=0 2500ms=0 2550ms=0 2600ms=0 2650ms=0 2700ms=0 2750ms=0 2800ms=0 2850ms=0 2900ms=0 2950ms=0 3000ms=0 3050ms=0 3100ms=0 3150ms=0 3200ms=0 3250ms=0 3300ms=0 3350ms=0 3400ms=0 3450ms=0 3500ms=0 3550ms=0 3600ms=0 3650ms=0 3700ms=0 3750ms=0 3800ms=0 3850ms=0 3900ms=0 3950ms=0 4000ms=0 4050ms=0 4100ms=0 4150ms=0 4200ms=0 4250ms=0 4300ms=0 4350ms=0 4400ms=0 4450ms=0 4500ms=0 4550ms=0 4600ms=0 4650ms=0 4700ms=0 4750ms=0 4800ms=0 4850ms=0 4900ms=0 4950ms=0

Caches:
Current memory usage / total memory usage (bytes) / hit ratio (%) / biggest memory usage (bytes):
  TextureCache          1897144 / 92274688   96.4836  10253488
  LayerCache                  0 / 60817408    0.0000         0 (numLayers = 0)
  Layers total          0 (numLayers = 0)
  RenderBufferCache           0 /  8388608    0.0000         0
  GradientCache           16384 /  2097152   99.2126     16384
  PathCache                   0 / 16777216   97.7256    107632
  TessellationCache           0 /  1048576   93.9394
  TextDropShadowCache    425328 /  6291456    0.0000    425328
  PatchCache               3776 /   131072   99.8236      3776
  FontRenderer A8     1048576 /  1048576
    Font CacheTexture    402700 /  1048576   38.4045 (usage ratio)
  FontRenderer RGBA         0 /        0
  FontRenderer total  1048576 /  1048576
Other:
  FboCache                    0 /        0    0.0000
Total memory usage:
  3391208 bytes, 3.23 MB

All Textures in TexctureCache 
# No./ memory usage (bytes)/ size (width X height) / image type / hit count:
#  1 /   121104 / ( 174 X  174)/    GL_RGBA /    1
#  2 /   121104 / ( 174 X  174)/    GL_RGBA /    1
#  3 /   121104 / ( 174 X  174)/    GL_RGBA /   53
#  4 /   121104 / ( 174 X  174)/    GL_RGBA /    5
#  5 /   121104 / ( 174 X  174)/    GL_RGBA /    5
#  6 /   121104 / ( 174 X  174)/    GL_RGBA /    5
#  7 /   121104 / ( 174 X  174)/    GL_RGBA /  225
#  8 /   121104 / ( 174 X  174)/    GL_RGBA /  225
#  9 /   121104 / ( 174 X  174)/    GL_RGBA /  225
# 10 /     9216 / (  48 X   48)/    GL_RGBA /  364
# 11 /    16900 / (  65 X   65)/    GL_RGBA /  329
# 12 /    12996 / (  57 X   57)/    GL_RGBA /  470
# 13 /    20736 / (  72 X   72)/    GL_RGBA /  349
# 14 /    20736 / (  72 X   72)/    GL_RGBA /  349
# 15 /   121104 / ( 174 X  174)/    GL_RGBA /  105
# 16 /   121104 / ( 174 X  174)/    GL_RGBA /  105
# 17 /   121104 / ( 174 X  174)/    GL_RGBA /  105
# 18 /   121104 / ( 174 X  174)/    GL_RGBA /  105
# 19 /   121104 / ( 174 X  174)/    GL_RGBA /  105
# 20 /   121104 / ( 174 X  174)/    GL_RGBA /  225


Pipeline=FrameBuilder
Profile data in ms:

	com.sec.android.app.launcher/com.sec.android.app.launcher.activities.LauncherActivity/android.view.ViewRootImpl@e5a60ae (visibility=8)
	Draw	Prepare	Process	Execute
	1.90	0.15	1.87	3.57
	2.46	0.51	3.05	3.51
	4.41	0.17	1.09	2.76
	1.49	0.10	0.98	1.84
	1.43	0.10	0.87	3.50
	1.36	0.14	0.94	1.93
	2.79	0.18	1.26	2.53
	1.53	0.11	1.13	2.62
	1.41	0.12	1.17	2.53
	1.73	0.11	1.19	2.61
	1.89	0.28	1.59	2.93
	1.41	0.18	1.13	2.44
	2.21	0.27	1.25	2.48
	1.40	0.13	1.27	2.67
	1.44	0.12	1.17	2.49
	1.63	0.38	1.14	2.46
	1.30	0.10	1.37	2.72
	1.25	0.12	1.14	2.69
	2.30	0.18	1.23	2.55
	1.30	0.29	1.18	2.42
	1.33	0.12	1.18	2.40
	1.29	0.33	1.17	2.46
	1.32	0.28	1.86	2.44
	1.90	0.16	1.13	2.97
	1.45	0.12	1.15	2.51
	1.70	0.18	1.29	2.67
	1.29	0.12	1.13	2.78
	1.40	0.28	1.50	2.32
	1.34	0.13	1.17	2.89
	1.26	0.11	1.14	3.19
	1.96	0.11	1.10	2.52
	1.64	0.30	2.06	2.58
	1.59	0.39	1.45	3.04
	1.37	0.14	1.17	2.64
	1.80	0.13	1.14	2.68
	3.93	0.55	3.06	6.47
	4.64	0.61	5.14	7.56
	2.67	0.52	4.46	6.40
	1.35	0.15	1.85	4.49
	0.70	0.15	1.65	4.13
	0.98	0.09	0.87	1.73
	14.66	15.93	9.09	7.09
	32.12	0.14	1.53	4.44
	1.07	0.33	3.76	2.72
	50.00	3.93	7.67	2.48
	28.60	0.53	0.96	7.27
	13.37	0.80	1.04	13.07
	6.58	2.13	0.58	14.52
	6.45	0.65	1.03	13.75
	4.30	0.37	0.55	15.96
	2.72	0.33	0.47	16.67
	2.92	0.58	0.66	14.78
	4.15	0.65	0.55	15.40
	4.11	0.35	0.48	16.52
	2.95	0.41	0.51	15.34
	3.79	0.52	0.50	15.82
	3.41	0.35	0.49	16.42
	2.97	0.53	0.69	14.88
	4.07	0.63	0.59	15.29
	3.36	0.40	0.48	16.43
	12.08	0.55	0.48	16.48
	9.73	2.38	5.90	7.47
	8.15	0.57	3.25	13.17
	40.48	0.63	3.93	3.05
	1.29	0.13	1.65	2.24
	1.04	0.22	2.35	3.16
	0.62	0.20	2.25	5.52
	15.26	9.24	13.51	5.37
	28.23	0.12	1.39	4.73
	3.87	0.19	2.72	3.74
	50.00	2.97	7.31	1.88
	27.07	0.26	0.60	8.73
	12.30	0.76	0.50	13.99
	5.09	0.38	0.38	16.21
	3.12	0.54	1.10	15.04
	3.47	0.51	0.58	15.13
	3.68	0.43	0.48	16.11
	3.01	0.40	0.49	16.40
	3.30	0.59	0.47	15.31
	4.22	0.39	0.46	15.54
	3.52	0.35	0.50	16.12
	3.10	0.79	0.77	14.81
	4.11	0.45	0.51	15.82
	3.25	0.41	0.50	16.50
	3.31	0.58	0.51	14.85
	4.16	0.34	0.48	16.49
	14.71	0.98	1.08	14.68
	8.71	0.99	4.53	12.32
	5.51	0.81	2.57	11.69
	34.86	0.66	1.87	3.25
	0.79	0.13	1.62	2.64
	15.85	0.14	1.57	3.29
	1.00	0.09	0.81	2.76
	18.24	12.12	10.51	4.92
	50.00	0.18	1.86	5.66
	1.04	0.25	2.33	2.40
	1.12	0.18	2.63	2.20
	50.00	3.08	8.47	2.11
	24.95	0.31	0.56	10.53
	9.36	0.44	0.49	14.91
	4.28	0.57	0.47	15.28
	4.32	0.39	0.46	16.15
	2.83	0.37	0.47	15.62
	3.19	0.31	0.43	16.43
	2.67	0.43	0.56	16.29
	3.43	0.79	0.59	14.53
	4.57	0.44	0.59	15.72
	3.22	0.37	0.53	16.07
	3.06	0.64	0.51	15.32
	3.57	0.42	0.49	15.81
	3.18	0.45	0.54	16.22
	3.28	0.48	0.57	14.93
	3.97	0.44	0.52	16.16
	14.48	0.51	0.50	15.91
	9.60	0.97	3.25	11.92
	6.75	0.59	4.17	12.43
	25.74	0.61	2.32	3.12
	1.93	0.13	1.50	3.13
	7.25	0.13	1.54	2.45
	0.63	0.08	0.80	1.42

View hierarchy:

  com.sec.android.app.launcher/com.sec.android.app.launcher.activities.LauncherActivity/android.view.ViewRootImpl@e5a60ae
  371 views, 362,30 kB of display lists


Total ViewRootImpl: 1
Total Views:        371
Total DisplayList:  362,30 kB


** Graphics info for pid 9931 [com.quicinc.trepn] **

Stats since: 720910172214ns
Total frames rendered: 57758
Janky frames: 37860 (65.55%)
50th percentile: 21ms
90th percentile: 36ms
95th percentile: 40ms
99th percentile: 61ms
Number Missed Vsync: 237
Number High input latency: 3
Number Slow UI thread: 36026
Number Slow bitmap uploads: 1385
Number Slow issue draw commands: 2000
HISTOGRAM: 5ms=559 6ms=391 7ms=571 8ms=642 9ms=1277 10ms=3399 11ms=3994 12ms=3042 13ms=2022 14ms=1640 15ms=1324 16ms=1074 17ms=1163 18ms=1924 19ms=2101 20ms=2249 21ms=2466 22ms=2289 23ms=2080 24ms=1979 25ms=2038 26ms=2075 27ms=1931 28ms=1918 29ms=1792 30ms=1562 31ms=1398 32ms=1796 34ms=1202 36ms=1282 38ms=1089 40ms=781 42ms=600 44ms=453 46ms=323 48ms=363 53ms=231 57ms=127 61ms=64 65ms=40 69ms=27 73ms=36 77ms=24 81ms=14 85ms=19 89ms=21 93ms=13 97ms=14 101ms=14 105ms=18 109ms=38 113ms=17 117ms=13 121ms=23 125ms=18 129ms=18 133ms=14 150ms=160 200ms=3 250ms=2 300ms=0 350ms=0 400ms=1 450ms=0 500ms=0 550ms=0 600ms=0 650ms=0 700ms=0 750ms=0 800ms=0 850ms=0 900ms=0 950ms=0 1000ms=0 1050ms=0 1100ms=0 1150ms=0 1200ms=0 1250ms=0 1300ms=0 1350ms=0 1400ms=0 1450ms=0 1500ms=0 1550ms=0 1600ms=0 1650ms=0 1700ms=0 1750ms=0 1800ms=0 1850ms=0 1900ms=0 1950ms=0 2000ms=0 2050ms=0 2100ms=0 2150ms=0 2200ms=0 2250ms=0 2300ms=0 2350ms=0 2400ms=0 2450ms=0 2500ms=0 2550ms=0 2600ms=0 2650ms=0 2700ms=0 2750ms=0 2800ms=0 2850ms=0 2900ms=0 2950ms=0 3000ms=0 3050ms=0 3100ms=0 3150ms=0 3200ms=0 3250ms=0 3300ms=0 3350ms=0 3400ms=0 3450ms=0 3500ms=0 3550ms=0 3600ms=0 3650ms=0 3700ms=0 3750ms=0 3800ms=0 3850ms=0 3900ms=0 3950ms=0 4000ms=0 4050ms=0 4100ms=0 4150ms=0 4200ms=0 4250ms=0 4300ms=0 4350ms=0 4400ms=0 4450ms=0 4500ms=0 4550ms=0 4600ms=0 4650ms=0 4700ms=0 4750ms=0 4800ms=0 4850ms=0 4900ms=0 4950ms=0

Caches:
Current memory usage / total memory usage (bytes) / hit ratio (%) / biggest memory usage (bytes):
  TextureCache          4155408 / 92274688   75.6574   8019760
  LayerCache                  0 / 60817408    0.0000         0 (numLayers = 0)
  Layers total          0 (numLayers = 0)
  RenderBufferCache           0 /  8388608    0.0000         0
  GradientCache               0 /  2097152    0.0000         0
  PathCache                3700 / 16777216   93.5185     14800
  TessellationCache           0 /  1048576    0.0000
  TextDropShadowCache         0 /  6291456    0.0000         0
  PatchCache                  0 /   131072   68.4211      1664
  FontRenderer A8     1048576 /  1048576
    Font CacheTexture    331624 /  1048576   31.6261 (usage ratio)
  FontRenderer RGBA         0 /        0
  FontRenderer total  1048576 /  1048576
Other:
  FboCache                    0 /        0    0.0000
Total memory usage:
  5207684 bytes, 4.97 MB

All Textures in TexctureCache 
# No./ memory usage (bytes)/ size (width X height) / image type / hit count:
#  1 /    20736 / (  72 X   72)/    GL_RGBA /   15
#  2 /    20736 / (  72 X   72)/    GL_RGBA /   15
#  3 /   609280 / ( 448 X  340)/    GL_RGBA / 2006
#  4 /   609280 / ( 448 X  340)/    GL_RGBA / 2006
#  5 /    16384 / (  64 X   64)/    GL_RGBA /    3
#  6 /    16384 / (  64 X   64)/    GL_RGBA /    3
#  7 /   609280 / ( 448 X  340)/    GL_RGBA / 2006
#  8 /   609280 / ( 448 X  340)/    GL_RGBA / 2006
#  9 /    20736 / (  72 X   72)/    GL_RGBA /   41
# 10 /    38416 / (  98 X   98)/    GL_RGBA /  193
# 11 /    36864 / (  96 X   96)/    GL_RGBA /  193
# 12 /    36864 / (  96 X   96)/    GL_RGBA /  193
# 13 /    20736 / (  72 X   72)/    GL_RGBA /   41
# 14 /    36864 / (  96 X   96)/    GL_RGBA /  107
# 15 /     9216 / (  48 X   48)/    GL_RGBA / 26763
# 16 /    36864 / (  96 X   96)/    GL_RGBA /  107
# 17 /    20736 / (  72 X   72)/    GL_RGBA /   38
# 18 /   609280 / ( 448 X  340)/    GL_RGBA / 2006
# 19 /   609280 / ( 448 X  340)/    GL_RGBA / 2005
# 20 /    36864 / (  96 X   96)/    GL_RGBA /  107
# 21 /    20736 / (  72 X   72)/    GL_RGBA /   38
# 22 /    36864 / (  96 X   96)/    GL_RGBA /  107
# 23 /    36864 / (  96 X   96)/    GL_RGBA /  193
# 24 /    36864 / (  96 X   96)/    GL_RGBA /  107

All Textures in PathCache 
# No./ memory usage (bytes)/ size (width X height) / image type / hit count:
#  1 /     3700 / (  74 X   50)/   GL_ALPHA /   39


Pipeline=FrameBuilder
Profile data in ms:

	com.quicinc.trepn/com.quicinc.trepn.userinterface.main.TrepnActivity/android.view.ViewRootImpl@a264734 (visibility=8)
	Draw	Prepare	Process	Execute
	35.58	5.22	16.67	3.76
	29.12	0.08	0.59	3.78
	0.72	0.13	0.88	3.70
	20.08	0.23	5.72	5.11
	3.69	0.15	1.14	4.94
	2.26	0.31	2.57	6.20
	3.29	0.57	3.81	6.90
	3.49	0.55	3.56	7.25
	2.81	0.56	3.78	6.90
	3.02	0.53	3.50	7.28
	2.98	0.55	3.54	6.93
	3.06	0.52	3.76	6.07
	3.71	0.79	3.90	7.15
	3.00	0.56	3.62	7.04
	2.92	0.55	3.71	9.76
	2.92	0.55	3.56	7.02
	2.96	0.55	3.64	7.26
	3.24	0.73	3.53	6.43
	3.76	0.54	4.15	11.51
	2.93	0.54	3.46	7.09
	2.59	0.55	3.87	6.14
	1.70	0.28	3.86	4.85
	50.00	0.25	0.88	3.88
	21.40	0.80	5.32	5.55
	11.97	0.15	1.10	7.01
	4.50	0.62	4.39	11.27
	4.02	0.29	1.47	6.88
	2.11	0.51	3.28	13.50
	1.13	0.62	0.89	14.56
	0.86	0.38	0.73	16.29
	0.98	0.58	2.16	15.72
	1.95	1.52	0.89	12.10
	0.98	0.45	2.67	13.31
	16.88	0.43	5.66	4.86
	17.81	0.16	1.30	5.31
	2.15	0.34	2.48	6.60
	2.54	0.36	2.23	4.18
	2.76	0.42	2.66	5.27
	2.99	0.55	3.82	6.45
	3.00	0.58	3.70	7.05
	3.45	0.57	3.55	6.82
	2.85	0.55	4.08	6.18
	3.70	0.61	4.36	6.95
	3.25	0.61	3.71	7.43
	3.27	0.54	3.91	6.74
	3.04	0.62	3.51	6.90
	3.21	0.59	3.51	6.74
	3.10	0.55	3.96	6.02
	3.70	0.56	4.24	6.98
	3.04	0.59	3.61	7.06
	3.35	0.76	3.54	6.57
	2.48	0.57	4.22	7.04
	2.65	0.21	1.68	5.75
	50.00	0.26	1.66	3.07

	/android.view.ViewRootImpl@c4d6a03 (visibility=0)
	Draw	Prepare	Process	Execute
	1.26	0.07	5.55	5.29
	5.47	0.03	3.46	2.94
	10.26	0.06	6.31	6.76
	6.08	0.08	2.91	3.69

